buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
buggy,clean,clean,clean,0.693147,1.386294,1.609438,1.026239,0.362243,0.010101,4.600158,0,1.098612,0.113329,1.178655,1.791759,1.791759,1.791759
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.030421,0.007692,5.560682,0,1.098612,0,2.397895,1.94591,1.94591,1.94591
clean,clean,clean,clean,1.386294,2.197225,2.302585,1.20715,0.325182,0.020318,4.589447,0,1.386294,0.113329,1.098612,2.079442,2.079442,2.079442
buggy,clean,clean,clean,1.098612,1.94591,2.639057,1.450672,0.333007,0.102822,4.21612,0,1.098612,0.122218,0.693147,2.564949,2.56418,2.639057
clean,clean,clean,clean,1.098612,1.609438,1.791759,1.079725,0.174443,0.024364,4.502029,0,1.098612,0.019803,1.163151,2.639057,2.637628,2.772589
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.092782,0.040822,4.290459,0,0.693147,0,1.386294,2.70805,2.706716,1.94591
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.692465,0.062132,0.033617,4.770685,0,1.098612,0.00995,1.252763,2.772589,2.771338,2.079442
clean,clean,clean,clean,0.693147,1.609438,2.397895,1.364915,0.359799,0.03081,4.393214,0,1.098612,0.19062,0.955511,2.833213,2.832036,2.484907
buggy,clean,clean,clean,1.098612,1.94591,2.484907,1.309089,0.194479,0.110207,4.445823,0,1.098612,0.173953,0.896088,2.197225,2.196113,2.302585
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.174941,0,4.234107,0,1.098612,0.270027,1.386294,0.693147,0.693147,0.693147
clean,clean,clean,clean,1.098612,1.94591,2.397895,1.262917,0.028734,0.054267,4.380776,0,1.098612,0.285179,1.029619,2.302585,2.301585,2.484907
clean,clean,clean,clean,0.693147,1.386294,1.386294,0.877816,0.038185,0.008942,4.721441,0,1.098612,0.314811,1.541159,2.397895,2.396986,2.397895
clean,clean,clean,clean,0.693147,1.386294,2.484907,1.393027,1.857005,0.010816,2.236445,0,0.693147,0.00995,0.371564,2.484907,2.484073,2.484907
buggy,clean,clean,clean,0.693147,1.098612,1.098612,0.693147,0.154151,0,4.290459,0,1.386294,0.29267,1.098612,1.098612,1.098612,1.098612
buggy,clean,buggy,buggy,1.098612,2.397895,3.178054,1.553999,0.148162,0.028528,4.408303,0,1.386294,0.198851,0.774727,2.890372,2.888147,3.044522
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.01321,0.01321,5.932245,0,1.098612,0,2.70805,2.944439,2.942331,2.639057
buggy,clean,clean,clean,1.098612,2.484907,3.73767,1.790462,0.046786,0.031714,4.442887,0,1.386294,0.270027,0.587787,2.995732,2.99373,3.178054
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,4.343805,0,0,0,0,0,0,3.044522,3.042616,2.772589
clean,clean,clean,clean,1.098612,2.302585,2.944439,1.521203,0.258023,0.126479,4.319752,0,1.386294,0.086178,1.022451,3.091042,3.089223,3.295837
buggy,clean,clean,clean,0.693147,0.693147,1.098612,0.686186,0.842183,0.693147,3.7612,0,1.386294,0.039221,1.386294,3.135494,3.133754,2.890372
clean,clean,clean,clean,0.693147,0.693147,2.397895,1.31194,0.078063,0.080563,4.316154,0,1.098612,0.350657,0.993252,3.178054,3.175968,2.944439
buggy,clean,clean,clean,0.693147,1.098612,1.791759,1.067713,0.06881,0.063682,4.304065,0,1.098612,0.314811,1.098612,2.564949,2.56341,2.564949
buggy,clean,buggy,buggy,1.098612,2.079442,2.833213,1.469318,0.16705,0.005078,4.465218,0,1.386294,0.058269,0.989541,3.218876,3.216874,3.433987
buggy,clean,clean,clean,0.693147,1.791759,2.302585,1.329052,0.285701,0.031218,4.59623,0,1.098612,0.039221,1.413423,3.258097,3.256172,3.044522
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.004843,0.004843,6.023448,0,1.098612,0,2.995732,3.295837,3.293983,3.091042
clean,clean,clean,clean,0.693147,1.098612,1.94591,1.203936,0.016745,0.020429,4.497919,0,1.386294,0.058269,1.465568,2.639057,2.636912,2.639057
buggy,clean,buggy,buggy,1.098612,2.079442,2.079442,0.931207,0.392997,0.232467,4.493456,0,1.098612,0.09531,1.549688,2.70805,2.706048,2.890372
buggy,clean,clean,clean,1.098612,2.197225,2.397895,1.219118,0.071289,0.009804,4.629863,0,1.098612,0.131028,1.193922,3.332205,3.330417,3.555348
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.645645,0.261571,4.584967,0,0.693147,0.615186,0.693147,2.772589,2.770712,0.693147
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.563272,0.563272,5.056246,0,0.693147,0,1.098612,2.833213,2.831447,1.098612
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.392562,0.430783,5.056246,0,0.693147,0.019803,1.386294,2.890372,2.888704,1.386294
buggy,clean,buggy,buggy,0.693147,0.693147,1.386294,0.912066,6.111467,0,0,0,0,0,0,3.367296,3.363842,3.178054
buggy,clean,clean,clean,0.693147,1.94591,2.995732,1.563706,0.317252,0.035111,4.601965,0,1.386294,0.378436,1.043804,3.401197,3.397524,3.218876
buggy,clean,buggy,buggy,1.386294,2.397895,3.044522,1.543136,0.336202,0.051672,4.384524,0,1.098612,0.29267,0.97456,3.433987,3.430433,3.663562
clean,clean,clean,clean,0.693147,0.693147,1.386294,0.935536,0.047625,0.03003,4.019441,0,1.098612,0.71784,1.609438,3.465736,3.461979,3.295837
clean,clean,clean,clean,0.693147,2.079442,2.564949,1.392157,1.330336,0.115513,2.583998,0,0.693147,0.058269,0.285179,2.944439,2.940748,1.609438
clean,clean,clean,clean,0.693147,1.94591,1.94591,1.016281,0.246895,0.039227,3.083285,0,1.386294,0.951658,0.693147,3.496508,3.492865,3.332205
buggy,clean,clean,clean,0.693147,1.609438,2.397895,1.269362,0.112652,0.037764,5.072044,0,1.098612,0.09531,1.435085,3.526361,3.522825,3.367296
buggy,clean,clean,clean,0.693147,0.693147,0.693147,0,0.137201,0.064079,4.919981,0,1.098612,0.00995,2.833213,3.555348,3.551914,3.401197
buggy,clean,buggy,buggy,0.693147,1.098612,1.609438,1.0153,0.099192,0.018544,5.236442,0,1.098612,0.04879,2.014903,3.583519,3.579901,3.433987
clean,clean,clean,clean,1.098612,2.70805,3.496508,1.725472,0.015325,0.018579,4.054564,0,1.386294,0.760806,0.593327,3.610918,3.607398,3.828641
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.688675,0.036589,0.018462,4.400603,0,1.098612,0,2.014903,3.637586,3.634159,3.871201
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.013986,0.013986,4.276666,0,1.098612,0.058269,2.079442,1.386294,1.383791,1.386294
buggy,clean,buggy,buggy,1.609438,2.197225,2.772589,1.481275,0.375859,0.045055,4.29497,0,1.386294,0.285179,1.075002,3.663562,3.659965,3.970292
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.693147,0,0,0,0,0,0,3.688879,3.685373,0.693147
buggy,clean,buggy,clean,1.386294,1.791759,1.94591,1.183459,0.124881,0.089027,4.93325,0,1.386294,0.00995,0.982078,3.713572,3.710152,3.713572
clean,clean,clean,clean,1.098612,1.94591,2.70805,1.471361,0.472862,0.081017,4.05543,0,1.098612,0.34359,1.098612,2.995732,2.991724,3.044522
clean,clean,clean,clean,0.693147,2.302585,2.833213,1.490848,6.911747,0,0,0,0,0,0,3.044522,3.040706,0
clean,clean,clean,clean,1.098612,2.397895,2.890372,1.493459,0.000746,0.56219,4.379774,0,1.386294,0.139762,0.598837,3.091042,3.087399,2.079442
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.135494,3.13201,0
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.178054,3.174715,0
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.218876,3.215671,0
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.258097,3.255015,0
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.295837,3.29287,0
clean,clean,clean,clean,0.693147,1.94591,1.791759,1.137618,0.548104,0.138342,4.225373,0,0.693147,0.04879,0.182322,3.332205,3.328985,0.693147
buggy,clean,clean,clean,1.098612,1.94591,2.890372,1.381598,0.164374,0.082275,4.755657,0,1.098612,0.371564,1.07841,3.367296,3.363496,2.944439
clean,clean,clean,clean,1.098612,1.94591,2.639057,1.323895,0.087205,0.044834,4.881665,0,1.098612,0.157004,1.196948,3.401197,3.397524,3.044522
buggy,clean,clean,clean,0.693147,1.791759,2.484907,1.397862,1.41842,0.008099,3.151025,0,1.098612,0.086178,0.598837,3.73767,3.732896,3.583519
buggy,clean,clean,buggy,0.693147,1.94591,2.484907,1.402333,0.175271,0.030191,4.56341,0,1.098612,0.506818,0.858662,3.7612,3.756538,3.610918
buggy,buggy,buggy,buggy,1.386294,2.772589,3.988984,1.693968,0.071788,0.083667,4.473922,0,1.386294,0.641854,0.672944,3.78419,3.779634,4.060443
clean,clean,clean,clean,0.693147,1.609438,1.609438,0.883065,0.023393,0.023393,4.850075,0,1.386294,0,1.704748,3.806662,3.802208,3.663562
buggy,clean,buggy,clean,0.693147,0.693147,1.791759,1.116004,0.346871,0.462523,4.314818,0,1.098612,0.438255,1.386294,3.828641,3.824284,2.944439
buggy,clean,clean,clean,1.386294,2.397895,2.484907,1.227861,0.034161,0.034161,4.660037,0,1.386294,0.165514,1.609438,3.850148,3.845883,4.143135
buggy,clean,buggy,buggy,0.693147,1.098612,1.94591,1.235059,0.621808,0.149308,4.176999,0,1.098612,0.04879,1.465568,3.871201,3.866816,3.044522
clean,clean,clean,clean,0.693147,1.386294,2.484907,1.234148,0.067861,0.093379,4.459566,0,1.098612,0.48858,1.098612,3.89182,3.887525,3.091042
buggy,clean,clean,clean,0.693147,1.098612,1.386294,0.732161,0.172437,0.126481,4.784738,0,1.098612,0.00995,2.079442,3.912023,3.907613,3.135494
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.678516,0.086634,0.044255,4.714025,0,0.693147,0.076961,1.386294,3.931826,3.927503,4.158883
buggy,clean,buggy,buggy,1.098612,1.098612,1.098612,0.56213,0.177072,0.215787,4.569543,0,0.693147,0.076961,1.609438,3.951244,3.947004,4.189655
clean,clean,buggy,buggy,1.098612,1.098612,1.098612,0.660968,0.063851,0.027102,4.521789,0,0.693147,0.00995,1.704748,3.970292,3.966132,4.219508
clean,clean,clean,clean,1.386294,1.609438,2.197225,1.180935,0.431105,0.005185,4.292239,0,1.386294,0.357674,1.178655,3.988984,3.984902,3.465736
buggy,clean,buggy,buggy,1.098612,1.609438,2.197225,1.276429,0.685767,0,3.772761,0,1.386294,0,0.81093,4.007333,4.003143,1.94591
clean,clean,clean,clean,0.693147,0.693147,1.791759,1.141729,5.988961,0,0,0,0,0,0,1.609438,1.60543,0
buggy,clean,buggy,buggy,1.609438,2.079442,2.639057,1.348528,0.189086,0.051158,4.454347,0,1.098612,0.371564,1.264127,4.025352,4.021057,4.343805
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.187599,0.015748,4.158883,0,1.098612,0.086178,1.098612,1.791759,1.788421,0.693147
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.68454,0.190227,0.037388,3.979682,0,0.693147,0.019803,0.405465,1.94591,1.943049,1.098612
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.05144,0,5.834811,0,1.386294,0.122218,2.484907,4.043051,4.038656,2.079442
buggy,clean,buggy,buggy,1.098612,1.94591,2.197225,1.147606,1.338233,0,3.477541,0,1.098612,0.131028,0.8671,4.060443,4.056123,3.806662
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.074108,0.03774,3.295837,0,0.693147,0,0.693147,4.077537,4.073291,0.693147
clean,clean,clean,clean,0.693147,0.693147,2.079442,1.296375,0.22506,0.693135,4.101486,0,0.693147,0.04879,0.254642,2.079442,2.076938,1.386294
clean,clean,clean,clean,1.098612,1.609438,2.197225,1.243422,0.064368,0.136667,4.942571,0,1.098612,0.405465,1.386294,3.433987,3.429137,3.135494
buggy,clean,clean,clean,0.693147,1.94591,2.302585,1.363791,0.01067,0.00949,4.545632,0,0.693147,0.29267,0.444686,3.465736,3.461037,1.791759
buggy,clean,buggy,buggy,1.098612,1.791759,1.791759,1.140122,0.1692,0.056123,4.685828,0,1.098612,0.086178,1.722767,3.496508,3.491952,3.258097
clean,clean,clean,clean,1.098612,1.791759,1.791759,1.075951,0.118067,0.015229,5.05879,0,1.098612,0.198851,1.757858,3.526361,3.521939,3.332205
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.658614,0.166321,0.037388,3.979682,0,0.693147,0.076961,0.405465,2.197225,2.193886,1.609438
clean,clean,clean,clean,2.079442,2.079442,2.079442,0.781446,0.103188,0.027746,4.724818,0,1.609438,0.139762,1.23256,4.094345,4.090002,4.532599
clean,clean,clean,clean,0.693147,1.609438,2.397895,1.370762,7.006695,0,0,0,0,0,0,4.110874,4.106602,0
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.002472,0,6.003887,0,1.386294,0.00995,2.639057,4.127134,4.122932,2.302585
clean,clean,clean,clean,1.098612,1.791759,1.791759,1.071703,0.110073,0.02278,5.162498,0,1.098612,0.019803,1.791759,3.555348,3.551053,3.401197
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.346149,0.261155,5.257495,0,0.693147,0.019803,2.197225,3.583519,3.579065,2.302585
clean,clean,buggy,buggy,1.386294,1.94591,2.079442,1.172222,0.077631,0.081435,5.161524,0,1.098612,0.470004,2.079442,3.610918,3.60577,3.496508
buggy,clean,buggy,buggy,0.693147,1.098612,1.098612,0.594033,0.014493,0.014493,4.927254,0,1.386294,0.582216,2.140066,3.637586,3.632574,3.178054
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.247792,0.094387,0.005063,5.288267,0,1.098612,0.122218,2.639057,4.143135,4.137244,3.850148
buggy,clean,buggy,buggy,1.386294,1.791759,2.197225,1.124715,0.901828,0.0655,4.184033,0,1.386294,0.14842,1.098612,4.158883,4.153085,2.639057
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.93625,0.284614,0.298281,4.019441,0,0.693147,0.476234,0.693147,4.174387,4.168679,3.89182
buggy,clean,clean,clean,1.609438,2.079442,2.397895,1.267556,0.168712,0.143618,4.761319,0,1.098612,0.559616,1.131402,4.189655,4.183881,4.418841
clean,clean,clean,clean,1.098612,2.197225,2.397895,0,0,0,4.712229,0,0.693147,0.524729,0.09531,4.204693,4.199005,0.693147
clean,clean,clean,clean,1.609438,1.791759,1.94591,0.959523,0.096669,0.00639,5.056246,0,1.386294,0.131028,1.386294,4.219508,4.213904,3.7612
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.680244,0.268264,3.688879,0,0.693147,0.113329,0.693147,3.663562,3.657647,3.218876
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.675023,0.391562,0.051885,4.448516,0,1.098612,0.703098,1.704748,4.234107,4.228438,3.583519
buggy,clean,buggy,buggy,0.693147,1.098612,2.079442,1.257665,6.167516,0,0,0,0,0,0,4.248495,4.242765,0.693147
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.102279,0.030305,4.189655,0,1.098612,0.04879,1.098612,4.26268,4.25703,3.912023
clean,clean,clean,clean,0.693147,0.693147,1.609438,0.887183,1.879219,0.031749,2.80336,0,1.098612,0.270027,0.916291,2.302585,2.297573,1.609438
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.663281,0.563822,0.32706,5.033701,0,0.693147,0.019803,0.405465,2.397895,2.393339,1.791759
buggy,clean,buggy,buggy,1.098612,1.791759,2.564949,1.456611,0.568138,0.121361,4.011868,0,1.609438,0.41211,1.229641,4.276666,4.270816,4.025352
buggy,clean,clean,clean,1.098612,1.386294,1.386294,0.875756,0.151649,0.036445,5.034807,0,1.098612,0.019803,1.541159,4.290459,4.284689,4.060443
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.007018,0.003515,5.652489,0,1.098612,0,2.484907,4.304065,4.298373,3.970292
buggy,clean,clean,clean,1.098612,2.197225,2.890372,1.457898,0.232315,0.115023,4.430817,0,1.609438,1.418277,1.175573,4.317488,4.30447,4.110874
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.587653,0,0.382992,4.330733,0,0.693147,0.871293,1.098612,4.330733,4.317888,2.197225
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.678516,0.016713,0.011173,4.49981,0,1.098612,1.629241,2.564949,4.343805,4.331128,4.007333
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.066691,0.066691,3.401197,0,0.693147,0.00995,1.609438,4.356709,4.344065,4.025352
clean,clean,clean,clean,0.693147,1.386294,2.639057,1.370612,0.130645,0.071495,4.393461,0,1.386294,0.662688,0.693147,4.369448,4.356837,2.302585
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.184825,4.89784,0,0.693147,1.413423,1.609438,4.382027,4.369574,4.043051
clean,clean,clean,clean,0.693147,1.098612,1.609438,1.01259,0.026864,0.017178,4.624973,0,1.098612,0.04879,1.098612,0.693147,0.683097,0.693147
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.015608,0,6.100319,0,1.386294,1.420696,2.833213,3.688879,3.675034,1.098612
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.559384,0.086328,0.024293,4.127134,0,0.693147,1.437463,0.693147,3.713572,3.700067,0
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.010471,0.010471,4.564348,0,1.098612,0.131028,1.386294,3.73767,3.724005,0.693147
buggy,buggy,buggy,buggy,2.079442,2.995732,4.204693,1.855129,0.277501,0.080454,4.321878,0,1.609438,1.453953,0.760806,4.394449,4.380025,4.744932
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.528398,0.060995,0.037041,4.388257,0,1.098612,0,1.504077,4.406719,4.392472,2.484907
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.029853,0.029853,4.60517,0,1.386294,0.652325,2.079442,4.418841,4.404522,2.564949
buggy,clean,buggy,buggy,0.693147,0.693147,0.693147,0,4.644391,0,0,0,0,0,0,4.430817,4.416428,4.077537
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.182322,0,4.564348,0,1.098612,0.548121,1.609438,4.442651,4.428433,1.386294
buggy,clean,buggy,buggy,0.693147,0.693147,1.94591,1.174326,6.783325,0,0,0,0,0,0,4.454347,4.440296,1.386294
clean,clean,clean,clean,1.386294,1.94591,2.890372,1.414432,0.326305,0.07469,4.819313,0,1.386294,0.824175,1.036737,4.465908,4.451902,4.330733
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.693147,3.218876,0,0.693147,0.04879,0.693147,4.477337,4.463491,1.791759
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.7612,3.745732,0
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.78419,3.768845,0
clean,clean,clean,clean,0.693147,0.693147,1.386294,0.741166,6.405228,0,0,0,0,0,0,4.488636,4.47472,1.94591
buggy,clean,clean,clean,0.693147,1.098612,1.791759,1.118814,0.390139,0.003795,4.665324,0,1.098612,1.435085,1.435085,4.49981,4.486049,4.110874
buggy,clean,clean,clean,0.693147,1.098612,1.791759,0.975601,0.070359,0.022523,4.486387,0,0.693147,1.163151,0.693147,4.51086,4.497139,2.197225
clean,clean,clean,clean,0.693147,1.098612,2.079442,1.239461,0.190281,0.206029,4.503027,0,1.386294,1.004302,1.144223,3.806662,3.791436,3.258097
clean,clean,buggy,buggy,0.693147,1.94591,2.484907,1.346537,0.83693,0.536058,4.008968,0,1.386294,0.636577,0.858662,3.828641,3.813528,3.295837
clean,clean,clean,clean,1.098612,1.386294,1.609438,0.777833,0.244743,0,4.749271,0,1.386294,0.223144,1.704748,3.850148,3.833629,1.386294
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.512234,0.852212,0.033902,3.795489,0,0.693147,0.00995,0.405465,3.871201,3.854818,0.693147
buggy,clean,clean,clean,1.098612,1.609438,2.397895,0.889626,0.389104,0.067875,4.83866,0,1.386294,1.211941,1.686399,4.521789,4.505571,3.850148
buggy,clean,clean,clean,0.693147,0.693147,1.386294,0.887566,0.086609,0.008045,5.334312,0,1.098612,0.00995,1.8453,4.532599,4.516558,3.555348
clean,clean,clean,clean,0.693147,0.693147,1.386294,0.773879,0.069919,0.043602,4.79306,0,1.098612,0.00995,2.197225,4.543295,4.527317,3.583519
buggy,buggy,buggy,buggy,1.098612,2.70805,3.401197,1.5559,0.729632,0.039869,3.996548,0,1.098612,1.026042,0.792993,4.553877,4.53582,4.189655
clean,clean,clean,clean,0.693147,1.609438,1.94591,1.06559,0.107515,0.005391,4.137883,0,1.098612,0.920283,1.202972,4.564348,4.546375,4.143135
clean,clean,clean,clean,0.693147,1.791759,1.94591,1.176594,0.15173,0.04298,4.601865,0,0.693147,0.779325,0.512824,4.574711,4.556925,4.158883
clean,clean,clean,clean,0.693147,1.609438,1.94591,1.040556,0.186454,0.008247,4.400603,0,1.386294,1.680828,1.609438,4.584967,4.567261,4.174387
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.677531,0.061948,0.133527,4.496136,0,1.098612,1.205971,2.037317,4.59512,4.577593,4.317488
buggy,clean,buggy,buggy,0.693147,1.609438,2.079442,1.149169,0.14191,0.046957,4.65396,0,0.693147,0.678034,0.620576,4.60517,4.587108,4.204693
buggy,clean,buggy,buggy,0.693147,1.386294,1.94591,1.157397,0.702339,0.123906,4.013315,0,0.693147,0.947789,0.512824,4.615121,4.597239,2.079442
buggy,clean,buggy,buggy,0.693147,0.693147,1.386294,0.726176,0.335799,0.019049,4.253198,0,0.693147,0.587787,0.845868,4.624973,4.607168,2.197225
clean,clean,buggy,clean,0.693147,1.098612,2.197225,1.321196,0.133371,0.107158,4.587515,0,0.693147,0.548121,0.48858,4.634729,4.616011,2.302585
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.029853,0,3.526361,0,0.693147,0.559616,1.386294,4.644391,4.625855,4.219508
clean,clean,clean,clean,0.693147,0.693147,1.386294,0.813123,0.18673,0.183979,5.3099,0,0.693147,1.308333,0.285179,4.65396,4.635602,2.397895
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.039221,0.039221,3.258097,0,0.693147,2.271094,1.386294,4.663439,4.645256,3.610918
buggy,clean,buggy,buggy,1.098612,1.791759,2.772589,1.513475,1.250845,0.004282,3.467921,0,1.386294,0.10436,0.845868,4.672829,4.654817,2.70805
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.215709,0.080043,4.691348,0,0.693147,0.029559,1.098612,4.682131,4.664194,2.484907
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.069526,0.069526,4.836282,0,0.693147,0,1.386294,4.691348,4.673576,2.564949
buggy,buggy,buggy,buggy,1.098612,1.609438,2.302585,1.040026,0.314421,0.03005,4.198104,0,0.693147,0.198851,0.198851,4.70048,4.682502,4.248495
clean,clean,clean,clean,0.693147,0.693147,1.609438,1.087079,0.032435,0.02174,4.237723,0,0.693147,0.587787,0.559616,4.70953,4.691256,4.248495
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.098283,4.317488,0,0,0,0,0,0,4.718499,4.700389,1.791759
clean,clean,clean,clean,0.693147,1.098612,1.791759,1.107456,0.408675,0.040951,4.146304,0,0.693147,0.457425,0.336472,3.89182,3.86995,3.332205
buggy,clean,buggy,clean,1.098612,1.791759,2.079442,1.233429,0.335315,0.004788,4.503027,0,1.098612,1.252763,1.350667,4.727388,4.702297,4.343805
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,4.382027,0,0,0,0,0,0,2.484907,2.454447,1.94591
buggy,clean,buggy,buggy,0.693147,1.386294,1.609438,1.073735,0.189714,0.045196,4.990433,0,1.098612,1.430311,2.374906,4.736198,4.708809,4.276666
buggy,clean,buggy,buggy,0.693147,1.94591,2.639057,1.495597,7.000334,0,0,0,0,0,0,4.744932,4.717784,0
buggy,clean,buggy,buggy,2.397895,3.091042,3.555348,1.641382,0.090558,0.047914,4.738477,0,1.609438,1.809927,1.199965,4.75359,4.726414,5.129899
buggy,clean,clean,clean,0.693147,0.693147,0.693147,0,0.179152,0.037271,5.068904,0,0.693147,0.019803,1.098612,4.762174,4.735233,1.098612
buggy,clean,clean,buggy,1.098612,1.609438,2.639057,1.439361,0.327275,0.121702,4.289363,0,0.693147,0.609766,0.431782,4.770685,4.743627,4.343805
clean,clean,clean,clean,0.693147,1.609438,2.079442,1.070994,0.236186,0.028546,4.317488,0,0.693147,0.04879,0.451076,4.779123,4.75221,1.609438
